HC,Data de julgamento,Unanimidade,Informacoes,Vencedores,Vencidos,Tipo,Pleito Analisado,NUNES MARQUES,ANDRÉ MENDONÇA,ALEXANDRE DE MORAES,DIAS TOFFOLI,ROBERTO BARROSO,EDSON FACHIN,GILMAR MENDES,CÁRMEN LÚCIA,LUIZ FUX,RICARDO LEWANDOWSKI,ROSA WEBER,MARCO AURÉLIO,CELSO DE MELLO,TEORI ZAVASCKI,JOAQUIM BARBOSA,AYRES BRITTO,CEZAR PELUSO,ELLEN GRACIE,EROS GRAU,MENEZES DIREITO,SEPÚLVEDA PERTENCE
HC 161797 AgR,2018-11-23,Não,,10,1,AgR,"O TRIBUNAL, POR MAIORIA, NEGOU PROVIMENTO AO AGRAVO, NOS TERMOS DO VOTO DO RELATOR, VENCIDO O MINISTRO MARCO AURÉLIO. PLENÁRIO, SESSÃO VIRTUAL DE 16.11.2018 A 22.11.2018.",0,0,1,1,1,1,1,1,1,1,1,-1,1,0,0,0,0,0,0,0,0
HC 159997 AgR,2018-11-06,Sim,,11,0,AgR,"O TRIBUNAL, POR UNANIMIDADE, NEGOU PROVIMENTO AO AGRAVO REGIMENTAL, NOS TERMOS DO VOTO DO RELATOR. PLENÁRIO, SESSÃO VIRTUAL DE 26.10.2018 A 5.11.2018.",0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
HC 161264 AgR,2018-10-15,Sim,,11,0,AgR,"O TRIBUNAL, POR UNANIMIDADE, NEGOU PROVIMENTO AO AGRAVO REGIMENTAL, NOS TERMOS DO VOTO DO RELATOR, MINISTRO DIAS TOFFOLI (PRESIDENTE). PLENÁRIO, SESSÃO VIRTUAL DE 5.10.2018 A 11.10.2018.",0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
HC 134055 ED,2018-09-20,Sim,,9,0,ED,"O TRIBUNAL, POR UNANIMIDADE, NEGOU PROVIMENTO AOS EMBARGOS DE DECLARAÇÃO, NOS TERMOS DO VOTO DO RELATOR. AUSENTES, JUSTIFICADAMENTE, OS MINISTROS CELSO DE MELLO E CÁRMEN LÚCIA. PRESIDÊNCIA DO MINISTRO DIAS TOFFOLI. PLENÁRIO, 20.9.2018.",0,0,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0
HC 160778 AgR,2018-09-17,Não,,10,1,AgR,"O TRIBUNAL, POR MAIORIA, NEGOU PROVIMENTO AO AGRAVO REGIMENTAL, NOS TERMOS DO VOTO DA RELATORA, MINISTRA CÁRMEN LÚCIA (PRESIDENTE). VENCIDO O MINISTRO MARCO AURÉLIO. PLENÁRIO, SESSÃO VIRTUAL DE 7.9.2018 A 14.9.2018.",0,0,1,1,1,1,1,1,1,1,1,-1,1,0,0,0,0,0,0,0,0
HC 146043 ED,2018-06-29,Não,,10,1,ED,"O TRIBUNAL, POR MAIORIA, CONVERTEU OS EMBARGOS DE DECLARAÇÃO EM AGRAVO REGIMENTAL E NEGOU-LHE PROVIMENTO, NOS TERMOS DO VOTO DO RELATOR. VENCIDO O MINISTRO MARCO AURÉLIO, QUE DAVA PROVIMENTO AO AGRAVO. O MINISTRO GILMAR MENDES ACOMPANHOU O RELATOR COM RESSALVA DE ENTENDIMENTO. PLENÁRIO, SESSÃO VIRTUAL DE 22.6.2018 A 28.6.2018.",0,0,1,1,1,1,1,1,1,1,1,-1,1,0,0,0,0,0,0,0,0
HC 154642 AgR,2018-06-15,Não,,7,4,AgR,"O TRIBUNAL, POR MAIORIA, NEGOU PROVIMENTO AO AGRAVO REGIMENTAL, NOS TERMOS DO VOTO DO RELATOR. VENCIDOS OS MINISTROS GILMAR MENDES E MARCO AURÉLIO, NOS TERMOS DE SEUS VOTOS, E OS MINISTROS DIAS TOFFOLI E RICARDO LEWANDOWSKI, QUE ACOMPANHARAM A DIVERGÊNCIA. PLENÁRIO, SESSÃO VIRTUAL DE 8.6.2018 A 14.6.2018.",0,0,1,-1,1,1,-1,1,1,-1,1,-1,1,0,0,0,0,0,0,0,0
HC 155201 AgR-ED,2018-06-15,Sim,,11,0,AgR,"O TRIBUNAL, POR UNANIMIDADE, REJEITOU OS EMBARGOS DE DECLARAÇÃO E DETERMINOU A REMESSA DOS AUTOS AO SUPERIOR TRIBUNAL DE JUSTIÇA PARA AS PROVIDÊNCIAS JURÍDICAS CABÍVEIS, NOS TERMOS DO VOTO DA RELATORA, MINISTRA CÁRMEN LÚCIA (PRESIDENTE). PLENÁRIO, SESSÃO VIRTUAL DE 8.6.2018 A 14.6.2018.",0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
HC 100949 QO,2018-06-13,Sim,,8,0,QO,"O TRIBUNAL, POR UNANIMIDADE E NOS TERMOS DO VOTO DO RELATOR, RESOLVEU QUESTÃO DE ORDEM NO SENTIDO DE JULGAR PREJUDICADA A IMPETRAÇÃO, POR PERDA SUPERVENIENTE DE OBJETO. AUSENTES, JUSTIFICADAMENTE, OS MINISTROS LUIZ FUX, RICARDO LEWANDOWSKI E CELSO DE MELLO. PRESIDIU O JULGAMENTO A MINISTRA CÁRMEN LÚCIA. PLENÁRIO, 13.6.2018.",0,0,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0
HC 144435 AgR,2018-06-04,Não,,9,1,AgR,"O TRIBUNAL, POR MAIORIA, NEGOU PROVIMENTO AO AGRAVO REGIMENTAL, NOS TERMOS DO VOTO DO RELATOR. VENCIDO O MINISTRO MARCO AURÉLIO, QUE DAVA PROVIMENTO AO RECURSO. ACOMPANHARAM O RELATOR COM RESSALVA OS MINISTROS CELSO DE MELLO E GILMAR MENDES. IMPEDIDO O MINISTRO EDSON FACHIN. PLENÁRIO, SESSÃO VIRTUAL DE 25.5.2018 A 1.6.2018.",0,0,1,1,1,0,1,1,1,1,1,-1,1,0,0,0,0,0,0,0,0
HC 145492 AgR,2018-06-04,Não,,9,1,AgR,"O TRIBUNAL, POR MAIORIA, NEGOU PROVIMENTO AO AGRAVO REGIMENTAL, NOS TERMOS DO VOTO DO RELATOR. VENCIDO O MINISTRO MARCO AURÉLIO, QUE DAVA PROVIMENTO AO RECURSO. ACOMPANHARAM O RELATOR COM RESSALVA OS MINISTROS CELSO DE MELLO E GILMAR MENDES. IMPEDIDO O MINISTRO EDSON FACHIN. PLENÁRIO, SESSÃO VIRTUAL DE 25.5.2018 A 1.6.2018.",0,0,1,1,1,0,1,1,1,1,1,-1,1,0,0,0,0,0,0,0,0
HC 155497 ED-AgR,2018-05-25,Sim,,11,0,AgR,"O TRIBUNAL, POR UNANIMIDADE, NEGOU PROVIMENTO AO AGRAVO REGIMENTAL E DETERMINOU A REMESSA DOS AUTOS AO TRIBUNAL REGIONAL FEDERAL DA QUARTA REGIÃO PARA AS PROVIDÊNCIAS JURÍDICAS CABÍVEIS, NOS TERMOS DO VOTO DA RELATORA, MINISTRA CÁRMEN LÚCIA (PRESIDENTE). PLENÁRIO, SESSÃO VIRTUAL DE 18.5.2018 A 24.5.2018.",0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
HC 153769 AgR,2018-04-27,Não,,9,1,AgR,"O TRIBUNAL, POR MAIORIA, NEGOU PROVIMENTO AO AGRAVO REGIMENTAL, NOS TERMOS DO VOTO DO RELATOR. VENCIDO O MINISTRO MARCO AURÉLIO. IMPEDIDO O MINISTRO CELSO DE MELLO. PLENÁRIO, SESSÃO VIRTUAL DE 20.4.2018 A 26.4.2018.",0,0,1,1,1,1,1,1,1,1,1,-1,0,0,0,0,0,0,0,0,0
HC 152707 MC-Ref,2018-04-19,Sim,,11,0,MC," O TRIBUNAL, POR UNANIMIDADE, JULGOU PREJUDICADO O HABEAS CORPUS, TENDO EM CONTA A COMUNICAÇÃO ORAL, NESTA ASSENTADA, FEITA PELO MINISTRO EDSON FACHIN, RELATOR DA AÇÃO PENAL 863, NO SENTIDO DE DEFERIR MONOCRATICAMENTE, DE OFÍCIO, A PRISÃO DOMICILIAR AO ORA PACIENTE. PRESIDIU O JULGAMENTO A MINISTRA CÁRMEN LÚCIA. PLENÁRIO, 19.4.2018.",0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
HC 143333,2018-04-12,Não,,7,4,Principal," EM CONTINUIDADE DE JULGAMENTO, O TRIBUNAL REJEITOU A CONCESSÃO DA ORDEM DE OFÍCIO, POR MAIORIA, VENCIDOS OS MINISTROS DIAS TOFFOLI, RICARDO LEWANDOWSKI, GILMAR MENDES E MARCO AURÉLIO, QUE A CONCEDIAM, NOS TERMOS DE SEUS VOTOS. PRESIDIU O JULGAMENTO A MINISTRA CÁRMEN LÚCIA. PLENÁRIO, 12.4.2018.",0,0,1,-1,1,1,-1,1,1,-1,1,-1,1,0,0,0,0,0,0,0,0
HC 151914 AgR,2018-03-16,Não,,10,1,AgR,"O TRIBUNAL, POR MAIORIA, NEGOU PROVIMENTO AO AGRAVO REGIMENTAL, NOS TERMOS DO VOTO DO RELATOR. VENCIDO O MINISTRO MARCO AURÉLIO. O MINISTRO CELSO DE MELLO ACOMPANHOU O RELATOR COM RESSALVA. PLENÁRIO, SESSÃO VIRTUAL DE 9.3.2018 A 15.3.2018.",0,0,1,1,1,1,1,1,1,1,1,-1,1,0,0,0,0,0,0,0,0
HC 142621 AgR-EDv-AgR,2017-12-01,Não,,10,1,AgR,"O TRIBUNAL, POR MAIORIA, NEGOU PROVIMENTO AO AGRAVO REGIMENTAL, NOS TERMOS DO VOTO DO RELATOR, VENCIDO DO MINISTRO MARCO AURÉLIO. PLENÁRIO, SESSÃO VIRTUAL DE 24.11.2017 A 30.11.2017.",0,0,1,1,1,1,1,1,1,1,1,-1,1,0,0,0,0,0,0,0,0
HC 146216 AgR,2017-10-27,Não,,10,1,AgR,"O TRIBUNAL, POR MAIORIA E NOS TERMOS DO VOTO DO RELATOR, NEGOU PROVIMENTO AO AGRAVO REGIMENTAL, VENCIDO O MINISTRO MARCO AURÉLIO. PLENÁRIO, SESSÃO VIRTUAL DE 20 A 26.10.2017.",0,0,1,1,1,1,1,1,1,1,1,-1,1,0,0,0,0,0,0,0,0
HC 145253 AgR,2017-10-20,Não,,10,1,AgR,"O TRIBUNAL, POR MAIORIA, NEGOU PROVIMENTO AO AGRAVO REGIMENTAL, NOS TERMOS DO VOTO DO RELATOR, VENCIDO O MINISTRO MARCO AURÉLIO. PLENÁRIO, SESSÃO VIRTUAL DE 13.10.2017 A 19.10.2017.",0,0,1,1,1,1,1,1,1,1,1,-1,1,0,0,0,0,0,0,0,0
HC 146345 AgR,2017-10-20,Não,,10,1,AgR,"O TRIBUNAL, POR MAIORIA, NEGOU PROVIMENTO AO AGRAVO REGIMENTAL, NOS TERMOS DO VOTO DO RELATOR, VENCIDO O MINISTRO MARCO AURÉLIO. PLENÁRIO, SESSÃO VIRTUAL DE 13.10.2017 A 19.10.2017.",0,0,1,1,1,1,1,1,1,1,1,-1,1,0,0,0,0,0,0,0,0
HC 105959 ED,2017-09-11,Sim,,11,0,ED,"O TRIBUNAL, POR UNANIMIDADE E NOS TERMOS DO VOTO DO RELATOR, NÃO CONHECEU DOS EMBARGOS DE DECLARAÇÃO. PLENÁRIO VIRTUAL, SESSÃO DE 1º A 8.9.2017 (PORTARIA N. 190, DE 31 DE AGOSTO DE 2017).",0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
HC 134442 AgR-segundo,2017-09-01,Não,,10,1,AgR,"O TRIBUNAL, POR MAIORIA E NOS TERMOS DO VOTO DA RELATORA, MINISTRA CÁRMEN LÚCIA (PRESIDENTE), INDEFERIU O REQUERIMENTO DE RETIRADA DO RECURSO DA PAUTA DO PLENÁRIO VIRTUAL E DE SUSTENTAÇÃO ORAL, POR AUSÊNCIA DE PREVISÃO LEGAL, E NEGOU PROVIMENTO AO AGRAVO REGIMENTAL, DETERMINANDO O RETORNO DOS AUTOS AO MINISTRO RICARDO LEWANDOWSKI, SUCESSOR DA RELATORA NESTE HABEAS CORPUS. VENCIDO O MINISTRO MARCO AURÉLIO, QUE DAVA PROVIMENTO AO AGRAVO. O MINISTRO CELSO DE MELLO DECLAROU SUSPEIÇÃO. PLENÁRIO, SESSÃO VIRTUAL DE 25 A 31.8.2017.",0,0,1,1,1,1,1,1,1,1,1,-1,1,0,0,0,0,0,0,0,0
HC 143756 AgR,2017-09-01,Não,,10,1,AgR,"O TRIBUNAL, POR MAIORIA E NOS TERMOS DO VOTO DA RELATORA, MINISTRA CÁRMEN LÚCIA (PRESIDENTE), NEGOU PROVIMENTO AO AGRAVO REGIMENTAL E DETERMINOU A REMESSA DOS AUTOS AO SUPERIOR TRIBUNAL DE JUSTIÇA PARA AS PROVIDÊNCIAS CABÍVEIS, VENCIDO O MINISTRO MARCO AURÉLIO, QUE DAVA PROVIMENTO AO AGRAVO. PLENÁRIO, SESSÃO VIRTUAL DE 25 A 31.8.2017.",0,0,1,1,1,1,1,1,1,1,1,-1,1,0,0,0,0,0,0,0,0
HC 137289 AgR-segundo-AgR-ED,2017-09-01,Sim,,11,0,AgR,"O TRIBUNAL, POR UNANIMIDADE E NOS TERMOS DO VOTO DA RELATORA, MINISTRA CÁRMEN LÚCIA (PRESIDENTE), REJEITOU OS EMBARGOS DE DECLARAÇÃO E DETERMINOU, INDEPENDENTEMENTE DA PUBLICAÇÃO DO ACÓRDÃO REFERENTE AO PRESENTE JULGAMENTO, SEJA CERTIFICADO O TRÂNSITO EM JULGADO E CUMPRIDA A DETERMINAÇÃO DE REMESSA DESTES AUTOS AO TRIBUNAL DE JUSTIÇA DO DISTRITO FEDERAL E DOS TERRITÓRIOS PARA AS PROVIDÊNCIAS JURÍDICAS CABÍVEIS, CONSTANTES NA DECISÃO PELA QUAL SE NEGOU SEGUIMENTO À PRESENTE IMPETRAÇÃO, CONFIRMADA PELO PLENÁRIO DESTE SUPREMO TRIBUNAL FEDERAL. PLENÁRIO, SESSÃO VIRTUAL DE 25 A 31.8.2017.",0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
HC 136898 AgR,2017-05-19,Não,,9,1,AgR,"O TRIBUNAL, POR MAIORIA E NOS TERMOS DO VOTO DO RELATOR, DESPROVEU O AGRAVO REGIMENTAL, VENCIDO O MINISTRO MARCO AURÉLIO, QUE O PROVIA. IMPEDIDO O MINISTRO ROBERTO BARROSO. DECLARARAM SUSPEIÇÃO OS MINISTROS DIAS TOFFOLI E CELSO DE MELLO. PLENÁRIO, SESSÃO VIRTUAL DE 12 A 18.5.2017.",0,0,1,1,0,1,1,1,1,1,1,-1,1,0,0,0,0,0,0,0,0
HC 115787,2017-05-18,Não,,7,1,Principal,"O TRIBUNAL, POR MAIORIA, NÃO CONHECEU DA IMPETRAÇÃO, VENCIDO O MINISTRO MARCO AURÉLIO (RELATOR), QUE A JULGAVA PREJUDICADA. IMPEDIDA A MINISTRA CÁRMEN LÚCIA (PRESIDENTE). AUSENTES, JUSTIFICADAMENTE, O MINISTRO ROBERTO BARROSO, EM COMPROMISSO NA UNIVERSIDADE DE OXFORD, NO REINO UNIDO, E O MINISTRO GILMAR MENDES. PRESIDIU O JULGAMENTO O MINISTRO DIAS TOFFOLI (VICE-PRESIDENTE), QUE REDIGIRÁ O ACÓRDÃO. PLENÁRIO, 18.5.2017.",0,0,1,1,0,1,0,0,1,1,1,-1,1,0,0,0,0,0,0,0,0
HC 122389 AgR,2017-03-31,Não,,10,1,AgR,"O TRIBUNAL, POR MAIORIA E NOS TERMOS DO VOTO DO RELATOR, NEGOU PROVIMENTO AO AGRAVO REGIMENTAL, VENCIDO O MINISTRO MARCO AURÉLIO, QUE O PROVIA. PLENÁRIO, SESSÃO VIRTUAL DE 24 A 30.03.2017.",0,0,1,1,1,1,1,1,1,1,1,-1,1,0,0,0,0,0,0,0,0
HC 123971 ED,2017-03-31,Sim,,11,0,ED,"O TRIBUNAL, POR UNANIMIDADE E NOS TERMOS DO VOTO DO RELATOR, NEGOU PROVIMENTO AOS EMBARGOS. PLENÁRIO, SESSÃO VIRTUAL DE 24 A 30.03.2017.",0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
HC 87395,2017-03-23,Não," | ATENÇÃO, votação com sucessão de ministros",8,3,Principal," O TRIBUNAL, POR MAIORIA E NOS TERMOS DO VOTO DO MINISTRO RELATOR, ORA REAJUSTADO, DENEGOU A ORDEM, VENCIDOS OS MINISTROS MARCO AURÉLIO, JOAQUIM BARBOSA E CEZAR PELUSO, QUE A DEFERIAM. NÃO VOTARAM O MINISTRO ALEXANDRE DE MORAES, POR SUCEDER O MINISTRO TEORI ZAVASCKI, QUE, POR SUA VEZ, SUCEDERA O MINISTRO CEZAR PELUSO, E O MINISTRO EDSON FACHIN, POR SUCEDER O MINISTRO JOAQUIM BARBOSA. AUSENTE, JUSTIFICADAMENTE, O MINISTRO LUIZ FUX. PRESIDIU O JULGAMENTO A MINISTRA CÁRMEN LÚCIA. PLENÁRIO, 23.3.2017.",0,0,0,1,1,0,1,1,0,1,1,-1,1,1,-1,0,-1,0,0,0,0
HC 119775,2016-12-19,Não,,6,3,Principal,"O TRIBUNAL, POR MAIORIA E NOS TERMOS DO VOTO DO RELATOR, JULGOU PREJUDICADO O HABEAS CORPUS, VENCIDOS OS MINISTROS ROBERTO BARROSO, LUIZ FUX E CÁRMEN LÚCIA (PRESIDENTE), QUE NÃO CONHECIAM DO HABEAS. IMPEDIDA A MINISTRA ROSA WEBER. AUSENTE, JUSTIFICADAMENTE, O MINISTRO CELSO DE MELLO. PLENÁRIO, 19.12.2016.",0,0,0,1,-1,1,1,-1,-1,1,0,1,0,1,0,0,0,0,0,0,0
HC 137701 AgR,2016-12-15,Não,,10,1,AgR,"O TRIBUNAL, POR MAIORIA E NOS TERMOS DO VOTO DO RELATOR, NEGOU PROVIMENTO AO AGRAVO REGIMENTAL, VENCIDO O MINISTRO MARCO AURÉLIO, QUE O PROVIA. AUSENTES, NESTA ASSENTADA, OS MINISTROS ROBERTO BARROSO E GILMAR MENDES. PRESIDIU O JULGAMENTO A MINISTRA CÁRMEN LÚCIA. PLENÁRIO, 15.12.2016.",0,0,0,1,1,1,1,1,1,1,1,-1,1,1,0,0,0,0,0,0,0
HC 135143 AgR,2016-12-09,Não,,10,1,AgR,"O TRIBUNAL, POR MAIORIA E NOS TERMOS DO VOTO DO RELATOR, MINISTRO ROBERTO BARROSO, NEGOU PROVIMENTO AO AGRAVO REGIMENTAL, VENCIDO O MINISTRO MARCO AURÉLIO, QUE O PROVIA. O MINISTRO CELSO DE MELLO ACOMPANHOU O RELATOR COM RESSALVA DE ENTENDIMENTO. PLENÁRIO, SESSÃO VIRTUAL DE 02.12 A 08.12.2016.",0,0,0,1,1,1,1,1,1,1,1,-1,1,1,0,0,0,0,0,0,0
HC 128999 AgR-EI-AgR,2016-12-02,Não,,10,1,AgR,"O TRIBUNAL, POR MAIORIA E NOS TERMOS DO VOTO DA RELATORA, NEGOU PROVIMENTO AO AGRAVO REGIMENTAL, VENCIDO O MINISTRO MARCO AURÉLIO, QUE O PROVIA. PLENÁRIO, SESSÃO VIRTUAL DE 25.11 A 01.12.2016.",0,0,0,1,1,1,1,1,1,1,1,-1,1,1,0,0,0,0,0,0,0
HC 134461 AgR,2016-11-18,Não,,10,1,AgR,"O TRIBUNAL, POR MAIORIA E NOS TERMOS DO VOTO DA RELATORA, MINISTRA CÁRMEN LÚCIA (PRESIDENTE), NEGOU PROVIMENTO AO AGRAVO REGIMENTAL E DETERMINOU A REMESSA DOS AUTOS AO SUPERIOR TRIBUNAL DE JUSTIÇA PARA AS PROVIDÊNCIAS JURÍDICAS CABÍVEIS, VENCIDO O MINISTRO MARCO AURÉLIO, QUE PROVIA O RECURSO. PLENÁRIO, SESSÃO VIRTUAL DE 11 A 17.11.2016.",0,0,0,1,1,1,1,1,1,1,1,-1,1,1,0,0,0,0,0,0,0
HC 132215 ED,2016-11-18,Não,,10,1,ED,"O TRIBUNAL, POR MAIORIA E NOS TERMOS DO VOTO DA RELATORA, MINISTRA CÁRMEN LÚCIA (PRESIDENTE), REJEITOU OS EMBARGOS DE DECLARAÇÃO E DETERMINOU A REMESSA DOS AUTOS AO TRIBUNAL DE JUSTIÇA DE SÃO PAULO PARA AS PROVIDÊNCIAS JURÍDICAS CABÍVEIS, VENCIDO O MINISTRO MARCO AURÉLIO, QUE NÃO CONHECIA DOS EMBARGOS. PLENÁRIO, SESSÃO VIRTUAL DE 11 A 17.11.2016.",0,0,0,1,1,1,1,1,1,1,1,-1,1,1,0,0,0,0,0,0,0
HC 136097 AgR,2016-10-14,Não,,10,1,AgR,"O TRIBUNAL, POR MAIORIA E NOS TERMOS DO VOTO DO RELATOR, NEGOU PROVIMENTO AO RECURSO DE AGRAVO, VENCIDO O MINISTRO MARCO AURÉLIO, QUE O PROVIA. PLENÁRIO, SESSÃO VIRTUAL DE 07 A 13.10.2016.",0,0,0,1,1,1,1,1,1,1,1,-1,1,1,0,0,0,0,0,0,0
HC 126292 ED,2016-09-02,Não,,10,1,ED,"O TRIBUNAL, POR MAIORIA E NOS TERMOS DO VOTO DO RELATOR, REJEITOU OS EMBARGOS DE DECLARAÇÃO, VENCIDO O MINISTRO CELSO DE MELLO. A MINISTRA ROSA WEBER ACOMPANHOU O RELATOR COM RESSALVA. PLENÁRIO, SESSÃO VIRTUAL DE 26 DE AGOSTO A 1º DE SETEMBRO DE 2016.",0,0,0,1,1,1,1,1,1,1,1,1,-1,1,0,0,0,0,0,0,0
HC 134699 AgR,2016-08-18,Não,,8,2,AgR,"O TRIBUNAL, POR MAIORIA E NOS TERMOS DO VOTO DA RELATORA, NEGOU PROVIMENTO AO AGRAVO REGIMENTAL, VENCIDOS OS MINISTROS MARCO AURÉLIO E RICARDO LEWANDOWSKI (PRESIDENTE). IMPEDIDO O MINISTRO LUIZ FUX. AUSENTES, JUSTIFICADAMENTE, OS MINISTROS CELSO DE MELLO, TEORI ZAVASCKI E, NESTE JULGAMENTO, OS MINISTROS GILMAR MENDES E DIAS TOFFOLI. PLENÁRIO, 18.08.2016.",0,0,0,1,1,1,1,1,0,-1,1,-1,1,1,0,0,0,0,0,0,0
HC 113365 ED-EI-AgR,2016-07-01,Não,,10,1,AgR,"O TRIBUNAL, POR MAIORIA E NOS TERMOS DO VOTO DA RELATORA, CONHECEU DO AGRAVO REGIMENTAL E A ESTE NEGOU PROVIMENTO, VENCIDO O MINISTRO MARCO AURÉLIO, QUE O PROVIA. AUSENTES, JUSTIFICADAMENTE, O MINISTRO CELSO DE MELLO E, NESTE JULGAMENTO, OS MINISTROS GILMAR MENDES, CÁRMEN LÚCIA E LUIZ FUX. PRESIDIU O JULGAMENTO O MINISTRO RICARDO LEWANDOWSKI. PLENÁRIO, 01.07.2016.",0,0,0,1,1,1,1,1,1,1,1,-1,1,1,0,0,0,0,0,0,0
HC 132400 AgR,2016-07-01,Não,,9,1,AgR,"O TRIBUNAL, POR MAIORIA, CONHECEU DO AGRAVO REGIMENTAL E A ESTE NEGOU PROVIMENTO, VENCIDO O MINISTRO MARCO AURÉLIO, QUE O PROVIA. IMPEDIDO O MINISTRO TEORI ZAVASCKI. AUSENTES, JUSTIFICADAMENTE, O MINISTRO CELSO DE MELLO E, NESTE JULGAMENTO, OS MINISTROS GILMAR MENDES, CÁRMEN LÚCIA E LUIZ FUX. PRESIDIU O JULGAMENTO O MINISTRO RICARDO LEWANDOWSKI. PLENÁRIO, 01.07.2016.",0,0,0,1,1,1,1,1,1,1,1,-1,1,0,0,0,0,0,0,0,0
